,User-ID,ISBN,Book-Title,Book-Rating,Book-Author,Year-Of-Publication
2968,6323,385472951,The Partner,0,John Grisham,1997
2969,8067,385472951,The Partner,10,John Grisham,1997
2970,11676,385472951,The Partner,10,John Grisham,1997
3066,2766,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,0,James McBride,1997
3068,4017,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,9,James McBride,1997
3069,6242,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,7,James McBride,1997
3070,6543,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,9,James McBride,1997
3071,6575,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,0,James McBride,1997
3073,7346,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,0,James McBride,1997
3074,8066,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,0,James McBride,1997
3077,10314,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,8,James McBride,1997
3078,11601,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,10,James McBride,1997
3079,11676,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,10,James McBride,1997
3142,507,60934417,Bel Canto: A Novel,0,Ann Patchett,2002
3144,6242,60934417,Bel Canto: A Novel,7,Ann Patchett,2002
3145,6575,60934417,Bel Canto: A Novel,9,Ann Patchett,2002
3147,7283,60934417,Bel Canto: A Novel,10,Ann Patchett,2002
3148,7346,60934417,Bel Canto: A Novel,0,Ann Patchett,2002
3149,7915,60934417,Bel Canto: A Novel,0,Ann Patchett,2002
3151,10314,60934417,Bel Canto: A Novel,0,Ann Patchett,2002
3153,10447,60934417,Bel Canto: A Novel,0,Ann Patchett,2002
3155,11676,60934417,Bel Canto: A Novel,0,Ann Patchett,2002
3156,277427,60934417,Bel Canto: A Novel,0,Ann Patchett,2002
3320,507,679893105,"The Golden Compass (His Dark Materials, Book 1)",9,PHILIP PULLMAN,1998
3322,11676,679893105,"The Golden Compass (His Dark Materials, Book 1)",0,PHILIP PULLMAN,1998
3379,5903,61009059,One for the Money (Stephanie Plum Novels (Paperback)),0,Janet Evanovich,1995
3380,6251,61009059,One for the Money (Stephanie Plum Novels (Paperback)),7,Janet Evanovich,1995
3381,6543,61009059,One for the Money (Stephanie Plum Novels (Paperback)),8,Janet Evanovich,1995
3382,6575,61009059,One for the Money (Stephanie Plum Novels (Paperback)),0,Janet Evanovich,1995
3384,7346,61009059,One for the Money (Stephanie Plum Novels (Paperback)),0,Janet Evanovich,1995
3385,7915,61009059,One for the Money (Stephanie Plum Novels (Paperback)),8,Janet Evanovich,1995
3386,8067,61009059,One for the Money (Stephanie Plum Novels (Paperback)),10,Janet Evanovich,1995
3388,10314,61009059,One for the Money (Stephanie Plum Novels (Paperback)),0,Janet Evanovich,1995
3390,11676,61009059,One for the Money (Stephanie Plum Novels (Paperback)),8,Janet Evanovich,1995
3391,277427,61009059,One for the Money (Stephanie Plum Novels (Paperback)),9,Janet Evanovich,1995
3469,3363,140293248,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,2000
3472,5582,140293248,The Girls' Guide to Hunting and Fishing,9,Melissa Bank,2000
3474,6242,140293248,The Girls' Guide to Hunting and Fishing,5,Melissa Bank,2000
3475,6251,140293248,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,2000
3476,6575,140293248,The Girls' Guide to Hunting and Fishing,8,Melissa Bank,2000
3477,7125,140293248,The Girls' Guide to Hunting and Fishing,6,Melissa Bank,2000
3479,7346,140293248,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,2000
3480,8067,140293248,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,2000
3481,8454,140293248,The Girls' Guide to Hunting and Fishing,7,Melissa Bank,2000
3484,9747,140293248,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,2000
3486,11676,140293248,The Girls' Guide to Hunting and Fishing,5,Melissa Bank,2000
3489,1435,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),8,Billie Letts,1998
3491,3363,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10,Billie Letts,1998
3494,6251,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),0,Billie Letts,1998
3496,6563,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),0,Billie Letts,1998
3497,6575,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),8,Billie Letts,1998
3501,7158,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),8,Billie Letts,1998
3503,7346,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),0,Billie Letts,1998
3505,7915,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),0,Billie Letts,1998
3506,8066,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),7,Billie Letts,1998
3508,8487,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),0,Billie Letts,1998
3510,9856,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),0,Billie Letts,1998
3511,11676,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),10,Billie Letts,1998
3516,278418,446672211,Where the Heart Is (Oprah's Book Club (Paperback)),0,Billie Letts,1998
3614,638,151001006,Snow Falling on Cedars,10,David Guterson,1994
3657,638,374172897,The Hours : A Novel,0,Michael Cunningham,1998
3658,5609,374172897,The Hours : A Novel,7,Michael Cunningham,1998
3659,7346,374172897,The Hours : A Novel,0,Michael Cunningham,1998
3661,11676,374172897,The Hours : A Novel,0,Michael Cunningham,1998
3671,638,385504209,The Da Vinci Code,10,Dan Brown,2003
3672,882,385504209,The Da Vinci Code,10,Dan Brown,2003
3678,3363,385504209,The Da Vinci Code,0,Dan Brown,2003
3690,6543,385504209,The Da Vinci Code,0,Dan Brown,2003
3691,6575,385504209,The Da Vinci Code,0,Dan Brown,2003
3694,7283,385504209,The Da Vinci Code,9,Dan Brown,2003
3695,7915,385504209,The Da Vinci Code,10,Dan Brown,2003
3698,8066,385504209,The Da Vinci Code,0,Dan Brown,2003
3699,8253,385504209,The Da Vinci Code,0,Dan Brown,2003
3701,8734,385504209,The Da Vinci Code,9,Dan Brown,2003
3705,10447,385504209,The Da Vinci Code,0,Dan Brown,2003
3711,11676,385504209,The Da Vinci Code,9,Dan Brown,2003
3712,11676,385504209,The Da Vinci Code,10,Dan Brown,2003
3714,277427,385504209,The Da Vinci Code,8,Dan Brown,2003
3717,638,385505833,Skipping Christmas,10,JOHN GRISHAM,2001
3718,2276,385505833,Skipping Christmas,5,JOHN GRISHAM,2001
3721,7346,385505833,Skipping Christmas,0,JOHN GRISHAM,2001
3722,8782,385505833,Skipping Christmas,0,JOHN GRISHAM,2001
3726,10314,385505833,Skipping Christmas,0,JOHN GRISHAM,2001
3727,10447,385505833,Skipping Christmas,7,JOHN GRISHAM,2001
3728,11676,385505833,Skipping Christmas,8,JOHN GRISHAM,2001
3744,638,446523569,Message in a Bottle,10,Nicholas Sparks,1998
3748,8362,446523569,Message in a Bottle,8,Nicholas Sparks,1998
3749,11676,446523569,Message in a Bottle,8,Nicholas Sparks,1998
3750,278418,446523569,Message in a Bottle,0,Nicholas Sparks,1998
3796,638,679442790,The Reader,10,Bernhard Schlink,1997
3797,7158,679442790,The Reader,0,Bernhard Schlink,1997
3798,7210,679442790,The Reader,0,Bernhard Schlink,1997
3799,10314,679442790,The Reader,5,Bernhard Schlink,1997
3800,11676,679442790,The Reader,8,Bernhard Schlink,1997
4068,2766,345391802,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,1995
4070,5609,345391802,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,1995
4071,6575,345391802,The Hitchhiker's Guide to the Galaxy,8,Douglas Adams,1995
4072,7158,345391802,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,1995
4073,8362,345391802,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,1995
4074,9747,345391802,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,1995
4075,11601,345391802,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,1995
4076,11676,345391802,The Hitchhiker's Guide to the Galaxy,0,Douglas Adams,1995
4161,8362,385493800,The Testament,0,John Grisham,1999
4162,8487,385493800,The Testament,0,John Grisham,1999
4164,11676,385493800,The Testament,8,John Grisham,1999
4449,1848,671510053,SHIPPING NEWS,0,Annie Proulx,1994
4450,2766,671510053,SHIPPING NEWS,0,Annie Proulx,1994
4452,4017,671510053,SHIPPING NEWS,10,Annie Proulx,1994
4454,6251,671510053,SHIPPING NEWS,0,Annie Proulx,1994
4456,6575,671510053,SHIPPING NEWS,0,Annie Proulx,1994
4459,7158,671510053,SHIPPING NEWS,9,Annie Proulx,1994
4460,7346,671510053,SHIPPING NEWS,0,Annie Proulx,1994
4463,10447,671510053,SHIPPING NEWS,0,Annie Proulx,1994
4465,11676,671510053,SHIPPING NEWS,9,Annie Proulx,1994
4580,2891,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,6,Rebecca Wells,1997
4582,3363,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4583,3371,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4584,4017,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4586,5539,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4589,6563,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4590,6575,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,8,Rebecca Wells,1997
4593,7286,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4594,7346,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4595,7915,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4597,8253,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,10,Rebecca Wells,1997
4601,8681,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4603,10447,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,9,Rebecca Wells,1997
4605,11676,60928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,0,Rebecca Wells,1997
4978,882,375707972,The Reader,0,Bernhard Schlink,1999
4980,4017,375707972,The Reader,10,Bernhard Schlink,1999
4982,6242,375707972,The Reader,8,Bernhard Schlink,1999
4983,6575,375707972,The Reader,0,Bernhard Schlink,1999
4984,7158,375707972,The Reader,0,Bernhard Schlink,1999
4985,7283,375707972,The Reader,10,Bernhard Schlink,1999
4986,8454,375707972,The Reader,0,Bernhard Schlink,1999
4987,8681,375707972,The Reader,0,Bernhard Schlink,1999
4992,11676,375707972,The Reader,9,Bernhard Schlink,1999
5006,882,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5008,1903,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5011,6251,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5012,7346,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5013,8245,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5014,8782,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5016,11601,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5017,11676,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5020,278418,385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,0,JON KRAKAUER,1998
5047,882,446606812,Message in a Bottle,0,Nicholas Sparks,1999
5049,2766,446606812,Message in a Bottle,0,Nicholas Sparks,1999
5050,3363,446606812,Message in a Bottle,0,Nicholas Sparks,1999
5052,6575,446606812,Message in a Bottle,2,Nicholas Sparks,1999
5054,8067,446606812,Message in a Bottle,8,Nicholas Sparks,1999
5057,11676,446606812,Message in a Bottle,0,Nicholas Sparks,1999
5157,882,679457313,The God of Small Things,0,Arundhati Roy,1997
5158,2891,679457313,The God of Small Things,0,Arundhati Roy,1997
5159,6251,679457313,The God of Small Things,0,Arundhati Roy,1997
5160,6575,679457313,The God of Small Things,0,Arundhati Roy,1997
5162,11676,679457313,The God of Small Things,10,Arundhati Roy,1997
5163,277427,679457313,The God of Small Things,0,Arundhati Roy,1997
5183,882,804114986,The Bonesetter's Daughter,0,Amy Tan,2002
5184,3827,804114986,The Bonesetter's Daughter,10,Amy Tan,2002
5186,5539,804114986,The Bonesetter's Daughter,0,Amy Tan,2002
5187,6251,804114986,The Bonesetter's Daughter,0,Amy Tan,2002
5188,7346,804114986,The Bonesetter's Daughter,0,Amy Tan,2002
5190,7915,804114986,The Bonesetter's Daughter,0,Amy Tan,2002
5192,11676,804114986,The Bonesetter's Daughter,8,Amy Tan,2002
5453,6251,805063889,Nickel and Dimed: On (Not) Getting By in America,0,Barbara Ehrenreich,2001
5751,4017,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),10,Mary McGarry Morris,1996
5753,6242,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5754,6251,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5755,6563,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5756,6575,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5757,8245,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5758,8362,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5759,10314,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5760,10447,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5761,11676,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5763,278418,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),0,Mary McGarry Morris,1996
5785,2766,385508417,Skipping Christmas,7,JOHN GRISHAM,2002
5787,11601,385508417,Skipping Christmas,0,JOHN GRISHAM,2002
5788,11676,385508417,Skipping Christmas,8,JOHN GRISHAM,2002
5880,6242,312243022,The Hours : A Novel,8,Michael Cunningham,2000
5881,6575,312243022,The Hours : A Novel,7,Michael Cunningham,2000
5883,8066,312243022,The Hours : A Novel,9,Michael Cunningham,2000
5884,8253,312243022,The Hours : A Novel,0,Michael Cunningham,2000
5887,11601,312243022,The Hours : A Novel,0,Michael Cunningham,2000
5888,11676,312243022,The Hours : A Novel,7,Michael Cunningham,2000
6013,3363,743418174,Good in Bed,0,Jennifer Weiner,2002
6016,5903,743418174,Good in Bed,0,Jennifer Weiner,2002
6017,6251,743418174,Good in Bed,0,Jennifer Weiner,2002
6019,6563,743418174,Good in Bed,9,Jennifer Weiner,2002
6020,6575,743418174,Good in Bed,0,Jennifer Weiner,2002
6021,7125,743418174,Good in Bed,8,Jennifer Weiner,2002
6022,7158,743418174,Good in Bed,0,Jennifer Weiner,2002
6023,7283,743418174,Good in Bed,8,Jennifer Weiner,2002
6024,7346,743418174,Good in Bed,0,Jennifer Weiner,2002
6027,8066,743418174,Good in Bed,8,Jennifer Weiner,2002
6028,8253,743418174,Good in Bed,0,Jennifer Weiner,2002
6029,8454,743418174,Good in Bed,8,Jennifer Weiner,2002
6030,10314,743418174,Good in Bed,9,Jennifer Weiner,2002
6033,11676,743418174,Good in Bed,8,Jennifer Weiner,2002
6314,11676,330375253,Bridget Jones's Diary,6,Helen Fielding,2001
6504,6575,446310492,To Kill a Mockingbird,0,Harper Lee,1985
6511,6323,399145087,Black Notice,0,Patricia Daniels Cornwell,1999
6512,7346,399145087,Black Notice,7,Patricia Daniels Cornwell,1999
6514,11676,399145087,Black Notice,6,Patricia Daniels Cornwell,1999
6662,6242,385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,7,JON KRAKAUER,1999
6663,11676,385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,8,JON KRAKAUER,1999
6688,2891,61097314,The Bean Trees,0,Barbara Kingsolver,1998
6692,11601,61097314,The Bean Trees,0,Barbara Kingsolver,1998
6693,11676,61097314,The Bean Trees,0,Barbara Kingsolver,1998
6762,2276,440236673,The Brethren,10,John Grisham,2000
6763,2766,440236673,The Brethren,0,John Grisham,2000
6764,3363,440236673,The Brethren,0,John Grisham,2000
6767,6575,440236673,The Brethren,0,John Grisham,2000
6768,7346,440236673,The Brethren,8,John Grisham,2000
6775,11676,440236673,The Brethren,8,John Grisham,2000
6777,278418,440236673,The Brethren,0,John Grisham,2000
7266,4017,316182540,White Oleander : A Novel,0,Janet Fitch,2001
7270,11676,316182540,White Oleander : A Novel,9,Janet Fitch,2001
7831,1848,99244926,The Street Lawyer,0,John Grisham,1999
7832,11676,99244926,The Street Lawyer,9,John Grisham,1999
8001,6251,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",7,MITCH ALBOM,1997
8002,6563,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",10,MITCH ALBOM,1997
8003,6575,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",6,MITCH ALBOM,1997
8004,8782,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",0,MITCH ALBOM,1997
8005,9747,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",0,MITCH ALBOM,1997
8007,11601,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",0,MITCH ALBOM,1997
8008,11676,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",9,MITCH ALBOM,1997
8011,277427,385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",0,MITCH ALBOM,1997
8197,3371,425175405,Black Notice,8,Patricia Daniels Cornwell,2000
8198,5903,425175405,Black Notice,0,Patricia Daniels Cornwell,2000
8199,7346,425175405,Black Notice,0,Patricia Daniels Cornwell,2000
8201,8936,425175405,Black Notice,0,Patricia Daniels Cornwell,2000
8202,10447,425175405,Black Notice,0,Patricia Daniels Cornwell,2000
8204,11676,425175405,Black Notice,0,Patricia Daniels Cornwell,2000
8206,277427,425175405,Black Notice,0,Patricia Daniels Cornwell,2000
8341,2766,440214041,The Pelican Brief,0,John Grisham,1993
8342,3371,440214041,The Pelican Brief,0,John Grisham,1993
8348,6563,440214041,The Pelican Brief,0,John Grisham,1993
8349,6575,440214041,The Pelican Brief,0,John Grisham,1993
8350,7346,440214041,The Pelican Brief,0,John Grisham,1993
8352,7887,440214041,The Pelican Brief,0,John Grisham,1993
8354,9856,440214041,The Pelican Brief,0,John Grisham,1993
8356,11601,440214041,The Pelican Brief,0,John Grisham,1993
8357,11676,440214041,The Pelican Brief,0,John Grisham,1993
8362,278418,440214041,The Pelican Brief,0,John Grisham,1993
8455,2033,345337662,Interview with the Vampire,5,Anne Rice,1993
8458,3363,345337662,Interview with the Vampire,0,Anne Rice,1993
8459,3827,345337662,Interview with the Vampire,7,Anne Rice,1993
8460,5609,345337662,Interview with the Vampire,0,Anne Rice,1993
8462,6251,345337662,Interview with the Vampire,0,Anne Rice,1993
8463,6323,345337662,Interview with the Vampire,0,Anne Rice,1993
8464,7346,345337662,Interview with the Vampire,0,Anne Rice,1993
8466,9747,345337662,Interview with the Vampire,0,Anne Rice,1993
8467,9856,345337662,Interview with the Vampire,0,Anne Rice,1993
8471,11601,345337662,Interview with the Vampire,0,Anne Rice,1993
8472,11676,345337662,Interview with the Vampire,6,Anne Rice,1993
8504,2033,440213525,The Client,0,John Grisham,1994
8509,6323,440213525,The Client,6,John Grisham,1994
8510,6563,440213525,The Client,9,John Grisham,1994
8511,6575,440213525,The Client,0,John Grisham,1994
8514,8487,440213525,The Client,0,John Grisham,1994
8517,9856,440213525,The Client,0,John Grisham,1994
8520,11601,440213525,The Client,0,John Grisham,1994
8521,11676,440213525,The Client,5,John Grisham,1994
8826,2110,60987529,Confessions of an Ugly Stepsister : A Novel,7,Gregory Maguire,2000
8827,3363,60987529,Confessions of an Ugly Stepsister : A Novel,0,Gregory Maguire,2000
8829,6251,60987529,Confessions of an Ugly Stepsister : A Novel,0,Gregory Maguire,2000
8830,6563,60987529,Confessions of an Ugly Stepsister : A Novel,8,Gregory Maguire,2000
8831,7125,60987529,Confessions of an Ugly Stepsister : A Novel,0,Gregory Maguire,2000
8832,7346,60987529,Confessions of an Ugly Stepsister : A Novel,0,Gregory Maguire,2000
8834,7915,60987529,Confessions of an Ugly Stepsister : A Novel,0,Gregory Maguire,2000
8835,8454,60987529,Confessions of an Ugly Stepsister : A Novel,9,Gregory Maguire,2000
8837,10447,60987529,Confessions of an Ugly Stepsister : A Novel,9,Gregory Maguire,2000
8839,11676,60987529,Confessions of an Ugly Stepsister : A Novel,8,Gregory Maguire,2000
9223,4017,312291639,The Nanny Diaries: A Novel,0,Emma McLaughlin,2003
9227,6242,312291639,The Nanny Diaries: A Novel,5,Emma McLaughlin,2003
9228,6251,312291639,The Nanny Diaries: A Novel,0,Emma McLaughlin,2003
9230,7346,312291639,The Nanny Diaries: A Novel,0,Emma McLaughlin,2003
9231,7915,312291639,The Nanny Diaries: A Novel,0,Emma McLaughlin,2003
9234,11676,312291639,The Nanny Diaries: A Novel,9,Emma McLaughlin,2003
9276,5903,446611212,Violets Are Blue,0,James Patterson,2002
9277,6543,446611212,Violets Are Blue,0,James Patterson,2002
9278,7158,446611212,Violets Are Blue,0,James Patterson,2002
9279,7346,446611212,Violets Are Blue,0,James Patterson,2002
9281,8362,446611212,Violets Are Blue,0,James Patterson,2002
9283,11601,446611212,Violets Are Blue,0,James Patterson,2002
9284,11676,446611212,Violets Are Blue,6,James Patterson,2002
9286,277427,446611212,Violets Are Blue,0,James Patterson,2002
9400,2276,451153553,Misery,0,Stephen King,1988
9402,2977,451153553,Misery,0,Stephen King,1988
9405,7346,451153553,Misery,0,Stephen King,1988
9406,8936,451153553,Misery,0,Stephen King,1988
9407,11676,451153553,Misery,9,Stephen King,1988
9409,278418,451153553,Misery,0,Stephen King,1988
11243,3145,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),0,J. K. Rowling,2001
11244,7346,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),9,J. K. Rowling,2001
11246,11676,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),10,J. K. Rowling,2001
11247,277427,043936213X,Harry Potter and the Sorcerer's Stone (Book 1),0,J. K. Rowling,2001
11439,4017,068484477X,STONES FROM THE RIVER,5,Ursula Hegi,1997
11440,6242,068484477X,STONES FROM THE RIVER,8,Ursula Hegi,1997
11441,6575,068484477X,STONES FROM THE RIVER,0,Ursula Hegi,1997
11442,7346,068484477X,STONES FROM THE RIVER,0,Ursula Hegi,1997
11444,8245,068484477X,STONES FROM THE RIVER,0,Ursula Hegi,1997
11445,8253,068484477X,STONES FROM THE RIVER,0,Ursula Hegi,1997
11446,9747,068484477X,STONES FROM THE RIVER,0,Ursula Hegi,1997
11447,10314,068484477X,STONES FROM THE RIVER,7,Ursula Hegi,1997
11448,10447,068484477X,STONES FROM THE RIVER,9,Ursula Hegi,1997
11449,11601,068484477X,STONES FROM THE RIVER,0,Ursula Hegi,1997
11450,11676,068484477X,STONES FROM THE RIVER,4,Ursula Hegi,1997
11472,3363,385421982,The Pelican Brief,0,JOHN GRISHAM,1992
11473,11676,385421982,The Pelican Brief,9,JOHN GRISHAM,1992
11685,3827,345413350,"The Golden Compass (His Dark Materials, Book 1)",7,PHILIP PULLMAN,1997
11687,6575,345413350,"The Golden Compass (His Dark Materials, Book 1)",5,PHILIP PULLMAN,1997
11688,11676,345413350,"The Golden Compass (His Dark Materials, Book 1)",0,PHILIP PULLMAN,1997
12736,6575,99245027,The Testament,0,John Grisham,1999
12738,11676,99245027,The Testament,4,John Grisham,1999
12931,6251,067088300X,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,1999
12932,8362,067088300X,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,1999
12935,11676,067088300X,The Girls' Guide to Hunting and Fishing,0,Melissa Bank,1999
14713,6242,60935464,To Kill a Mockingbird,7,Harper Lee,2002
14714,11676,60935464,To Kill a Mockingbird,10,Harper Lee,2002
15566,7158,316693235,Violets Are Blue,5,James Patterson,2001
15568,11676,316693235,Violets Are Blue,5,James Patterson,2001
16439,8245,399145923,Carolina Moon,8,Nora Roberts,2000
16441,11601,399145923,Carolina Moon,0,Nora Roberts,2000
16442,11676,399145923,Carolina Moon,10,Nora Roberts,2000
16573,5903,451169522,Misery,0,Stephen King,2004
16575,8936,451169522,Misery,0,Stephen King,2004
16577,11676,451169522,Misery,4,Stephen King,2004
16578,277427,451169522,Misery,0,Stephen King,2004
17190,6251,038550120X,A Painted House,0,JOHN GRISHAM,2001
17194,11676,038550120X,A Painted House,10,JOHN GRISHAM,2001
17196,278418,038550120X,A Painted House,0,JOHN GRISHAM,2001
17944,6543,393046974,House of Sand and Fog,0,Andre Dubus III,1999
17945,8454,393046974,House of Sand and Fog,0,Andre Dubus III,1999
17947,11676,393046974,House of Sand and Fog,7,Andre Dubus III,1999
18023,6563,141000198,Bridget Jones's Diary,0,Helen Fielding,2001
18024,6575,141000198,Bridget Jones's Diary,4,Helen Fielding,2001
18029,11676,141000198,Bridget Jones's Diary,0,Helen Fielding,2001
19589,7346,440418321,"The Golden Compass (His Dark Materials, Book 1)",0,PHILIP PULLMAN,2001
19590,8362,440418321,"The Golden Compass (His Dark Materials, Book 1)",0,PHILIP PULLMAN,2001
19592,11676,440418321,"The Golden Compass (His Dark Materials, Book 1)",0,PHILIP PULLMAN,2001
19703,8734,068419337X,SHIPPING NEWS,0,Annie Proulx,1993
19704,11676,068419337X,SHIPPING NEWS,3,Annie Proulx,1993
21006,8454,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",8,Mitch Albom,2002
21008,11676,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",0,Mitch Albom,2002
